"","name_prov","year","ganador","ganadorPais","match"
"183","SANTA FE",1995,"1995 Alianza Frente Pais Solidario","1995 Menem - Ruckauf",NA
"184","SANTA FE",1999,"1999 De La Rua - Alvarez","1999 De La Rua - Alvarez",NA
"185","SANTA FE",2003,"2003 Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico)","2003 Menem - Romero (Alianza Frente Por La Lealtad-Ucede)",NA
"186","SANTA FE",2007,"2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)","2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)",NA
"187","SANTA FE",2011,"2011 Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria)","2011 Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria)",NA
"188","SANTA FE",2015,"2015 Macri - Michetti (Alianza Cambiemos)","2015 Scioli - Zaninni (Alianza Frente Para La Victoria)",NA
"189","SANTA FE",2019,"2019 Macri - Pichetto (Juntos Por El Cambio)","2019 Fernández - Fernández De Kirchner (Frente De Todos)",NA
"190","SANTIAGO DEL ESTERO",1983,"1983 Justicialista","1983 Alfonsin - Martinez (Union Civica Radical)",NA
"191","SANTIAGO DEL ESTERO",1989,"1989 Frente Corriente Renovadora","1989 Menem - Duhalde (Frente Justicialista De Unidad Popular)",NA
"192","SANTIAGO DEL ESTERO",1995,"1995 Alianza Frente Justicialista","1995 Menem - Ruckauf",NA
"193","SANTIAGO DEL ESTERO",1999,"1999 Duhalde - Ortega (Alianza Concertacion Justicialista Para El Cambio)","1999 De La Rua - Alvarez",NA
"194","SANTIAGO DEL ESTERO",2003,"2003 Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico)","2003 Menem - Romero (Alianza Frente Por La Lealtad-Ucede)",NA
"195","SANTIAGO DEL ESTERO",2007,"2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)","2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)",NA
"196","SANTIAGO DEL ESTERO",2011,"2011 Fernández.de.Kirchner.-.Boudou.(ALIANZA.FRENTE.PARA.LA.VICTORIA)","2011 Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria)",NA
"197","SANTIAGO DEL ESTERO",2015,"2015 Scioli - Zaninni (Alianza Frente Para La Victoria)","2015 Scioli - Zaninni (Alianza Frente Para La Victoria)",NA
"198","SANTIAGO DEL ESTERO",2019,"2019 Fernández - Fernández De Kirchner (Frente De Todos)","2019 Fernández - Fernández De Kirchner (Frente De Todos)",NA
"199","TIERRA DEL FUEGO",1983,"1983 Union Civica Radical","1983 Alfonsin - Martinez (Union Civica Radical)",NA
"200","TIERRA DEL FUEGO",1989,"1989 Frente Justicialista Popular","1989 Menem - Duhalde (Frente Justicialista De Unidad Popular)",NA
"201","TIERRA DEL FUEGO",1995,"1995 Justicialista","1995 Menem - Ruckauf",NA
"202","TIERRA DEL FUEGO",1999,"1999 De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)","1999 De La Rua - Alvarez",NA
"203","TIERRA DEL FUEGO",2003,"2003 Kirchner-Scioli (Alianza Frente Para La Victoria)","2003 Menem - Romero (Alianza Frente Por La Lealtad-Ucede)",NA
"204","TIERRA DEL FUEGO",2007,"2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)","2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)",NA
"205","TIERRA DEL FUEGO",2011,"2011 Fernández de Kirchner - Boudou (ALIANZA FRENTE PARA LA VICTORIA)","2011 Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria)",NA
"206","TIERRA DEL FUEGO",2015,"2015 Scioli - Zaninni (Alianza Frente Para La Victoria)","2015 Scioli - Zaninni (Alianza Frente Para La Victoria)",NA
"207","TIERRA DEL FUEGO",2019,"2019 Fernández - Fernández De Kirchner (Frente De Todos)","2019 Fernández - Fernández De Kirchner (Frente De Todos)",NA
"208","TUCUMAN",1983,"1983 Justicialista","1983 Alfonsin - Martinez (Union Civica Radical)",NA
"209","TUCUMAN",1989,"1989 Frente Justicialista Popular","1989 Menem - Duhalde (Frente Justicialista De Unidad Popular)",NA
"210","TUCUMAN",1995,"1995 Frente De La Esperanza","1995 Menem - Ruckauf",NA
"211","TUCUMAN",1999,"1999 De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)","1999 De La Rua - Alvarez",NA
"212","TUCUMAN",2003,"2003 Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico)","2003 Menem - Romero (Alianza Frente Por La Lealtad-Ucede)",NA
"213","TUCUMAN",2007,"2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)","2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)",NA
"214","TUCUMAN",2011,"2011 Fernández.de.Kirchner.-.Boudou.(ALIANZA.FRENTE.PARA.LA.VICTORIA)","2011 Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria)",NA
"215","TUCUMAN",2015,"2015 Scioli - Zaninni (Alianza Frente Para La Victoria)","2015 Scioli - Zaninni (Alianza Frente Para La Victoria)",NA
"216","TUCUMAN",2019,"2019 Fernández - Fernández De Kirchner (Frente De Todos)","2019 Fernández - Fernández De Kirchner (Frente De Todos)",NA
