"","name_prov","year","ganador","ganadorPais","match"
"193","SANTIAGO DEL ESTERO",1999,"1999 Duhalde - Ortega (Alianza Concertacion Justicialista Para El Cambio)","1999 De La Rua - Alvarez",NA
"194","SANTIAGO DEL ESTERO",2003,"2003 Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico)","2003 Menem - Romero (Alianza Frente Por La Lealtad-Ucede)",1
"195","SANTIAGO DEL ESTERO",2007,"2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)","2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)",1
"196","SANTIAGO DEL ESTERO",2011,"2011 Fernández.de.Kirchner.-.Boudou.(ALIANZA.FRENTE.PARA.LA.VICTORIA)","2011 Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria)",1
"197","SANTIAGO DEL ESTERO",2015,"2015 Scioli - Zaninni (Alianza Frente Para La Victoria)","2015 Scioli - Zaninni (Alianza Frente Para La Victoria)",1
"198","SANTIAGO DEL ESTERO",2019,"2019 Fernández - Fernández De Kirchner (Frente De Todos)","2019 Fernández - Fernández De Kirchner (Frente De Todos)",1
"199","TIERRA DEL FUEGO",1983,"1983 Union Civica Radical","1983 Alfonsin - Martinez (Union Civica Radical)",1
"200","TIERRA DEL FUEGO",1989,"1989 Frente Justicialista Popular","1989 Menem - Duhalde (Frente Justicialista De Unidad Popular)",1
"201","TIERRA DEL FUEGO",1995,"1995 Justicialista","1995 Menem - Ruckauf",1
"202","TIERRA DEL FUEGO",1999,"1999 De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)","1999 De La Rua - Alvarez",1
"203","TIERRA DEL FUEGO",2003,"2003 Kirchner-Scioli (Alianza Frente Para La Victoria)","2003 Menem - Romero (Alianza Frente Por La Lealtad-Ucede)",NA
"204","TIERRA DEL FUEGO",2007,"2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)","2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)",1
"205","TIERRA DEL FUEGO",2011,"2011 Fernández de Kirchner - Boudou (ALIANZA FRENTE PARA LA VICTORIA)","2011 Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria)",1
"206","TIERRA DEL FUEGO",2015,"2015 Scioli - Zaninni (Alianza Frente Para La Victoria)","2015 Scioli - Zaninni (Alianza Frente Para La Victoria)",1
"207","TIERRA DEL FUEGO",2019,"2019 Fernández - Fernández De Kirchner (Frente De Todos)","2019 Fernández - Fernández De Kirchner (Frente De Todos)",1
"208","TUCUMAN",1983,"1983 Justicialista","1983 Alfonsin - Martinez (Union Civica Radical)",NA
"209","TUCUMAN",1989,"1989 Frente Justicialista Popular","1989 Menem - Duhalde (Frente Justicialista De Unidad Popular)",1
"210","TUCUMAN",1995,"1995 Frente De La Esperanza","1995 Menem - Ruckauf",1
"211","TUCUMAN",1999,"1999 De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)","1999 De La Rua - Alvarez",1
"212","TUCUMAN",2003,"2003 Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico)","2003 Menem - Romero (Alianza Frente Por La Lealtad-Ucede)",1
"213","TUCUMAN",2007,"2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)","2007 Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria)",1
"214","TUCUMAN",2011,"2011 Fernández.de.Kirchner.-.Boudou.(ALIANZA.FRENTE.PARA.LA.VICTORIA)","2011 Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria)",1
"215","TUCUMAN",2015,"2015 Scioli - Zaninni (Alianza Frente Para La Victoria)","2015 Scioli - Zaninni (Alianza Frente Para La Victoria)",1
"216","TUCUMAN",2019,"2019 Fernández - Fernández De Kirchner (Frente De Todos)","2019 Fernández - Fernández De Kirchner (Frente De Todos)",1
